Country/Territory,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,country_code
Iceland,204468.0,207707.0576923077,210946.11538461535,214185.17307692303,217424.2307692308,220663.28846153847,223902.34615384616,227141.40384615384,230380.46153846156,233619.5192307692,236858.5769230769,240097.63461538465,243336.6923076923,246575.75,249814.8076923077,253053.86538461535,256292.92307692303,259531.9807692308,262771.03846153844,266010.0961538461,269249.1538461539,272488.2115384616,275727.26923076925,278966.32692307694,282205.3846153846,285444.4423076923,288683.5,291922.5576923077,295161.6153846154,298400.67307692306,301639.73076923075,304878.7884615385,308117.8461538461,311356.9038461539,314595.9615384616,317835.01923076925,321074.07692307694,324313.1346153846,327552.1923076923,330791.25,334030.3076923077,337269.3653846154,340508.4230769231,343747.48076923075,346986.5384615385,350225.5961538461,353464.6538461539,356703.7115384615,359942.76923076925,363181.82692307694,366420.8846153846,369659.9423076923,372899.0,IS
India,557501301.0,574033452.3846154,590565603.7692307,607097755.1538461,623629906.5384616,640162057.9230769,656694209.3076923,673226360.6923077,689758512.0769231,706290663.4615384,722822814.8461539,739354966.2307692,755887117.6153846,772419269.0,788951420.3846154,805483571.7692307,822015723.1538461,838547874.5384614,855080025.9230769,871612177.3076923,888144328.6923077,904676480.0769233,921208631.4615384,937740782.846154,954272934.2307692,970805085.6153846,987337237.0,1003869388.3846154,1020401539.7692308,1036933691.153846,1053465842.5384614,1069997993.9230767,1086530145.3076923,1103062296.6923077,1119594448.076923,1136126599.4615383,1152658750.8461535,1169190902.2307692,1185723053.6153846,1202255205.0,1218787356.3846154,1235319507.7692308,1251851659.1538465,1268383810.5384617,1284915961.9230769,1301448113.3076923,1317980264.6923077,1334512416.076923,1351044567.4615383,1367576718.8461535,1384108870.2307692,1400641021.6153846,1417173173.0,IN
Indonesia,115228394.0,118310566.01923075,121392738.03846154,124474910.0576923,127557082.07692309,130639254.09615384,133721426.1153846,136803598.1346154,139885770.15384614,142967942.17307693,146050114.19230768,149132286.21153846,152214458.23076922,155296630.25,158378802.26923078,161460974.28846154,164543146.3076923,167625318.32692307,170707490.34615386,173789662.3653846,176871834.38461536,179954006.40384614,183036178.42307693,186118350.44230768,189200522.4615385,192282694.4807692,195364866.5,198447038.5192308,201529210.53846157,204611382.5576923,207693554.57692307,210775726.59615383,213857898.6153846,216940070.63461536,220022242.6538461,223104414.67307693,226186586.69230768,229268758.71153843,232350930.7307692,235433102.75,238515274.76923075,241597446.78846157,244679618.8076923,247761790.82692307,250843962.84615383,253926134.8653846,257008306.88461536,260090478.9038461,263172650.92307693,266254822.94230768,269336994.96153843,272419166.9807692,275501339.0,ID
Iran,28449705.0,29605490.865384616,30761276.730769232,31917062.596153848,33072848.461538464,34228634.32692308,35384420.192307696,36540206.057692304,37695991.92307693,38851777.788461536,40007563.65384616,41163349.51923077,42319135.38461538,43474921.25,44630707.115384616,45786492.98076923,46942278.84615385,48098064.711538464,49253850.57692308,50409636.442307696,51565422.30769231,52721208.17307693,53876994.038461536,55032779.90384616,56188565.76923077,57344351.63461539,58500137.5,59655923.36538462,60811709.23076923,61967495.09615385,63123280.961538464,64279066.82692308,65434852.692307696,66590638.55769231,67746424.42307693,68902210.28846154,70057996.15384616,71213782.01923078,72369567.88461539,73525353.75,74681139.61538462,75836925.48076923,76992711.34615386,78148497.21153846,79304283.07692307,80460068.9423077,81615854.80769232,82771640.67307693,83927426.53846154,85083212.40384616,86238998.26923078,87394784.13461539,88550570.0,IR
Iraq,9811347.0,10478361.903846154,11145376.807692308,11812391.711538462,12479406.615384616,13146421.51923077,13813436.423076924,14480451.326923076,15147466.230769232,15814481.134615384,16481496.03846154,17148510.942307692,17815525.846153848,18482540.75,19149555.653846152,19816570.557692308,20483585.461538464,21150600.365384616,21817615.269230768,22484630.173076924,23151645.07692308,23818659.980769232,24485674.884615384,25152689.78846154,25819704.69230769,26486719.596153848,27153734.5,27820749.40384616,28487764.307692308,29154779.211538464,29821794.115384616,30488809.01923077,31155823.923076924,31822838.82692308,32489853.730769232,33156868.634615384,33823883.538461536,34490898.442307696,35157913.34615385,35824928.25,36491943.15384616,37158958.057692304,37825972.961538464,38492987.865384616,39160002.76923077,39827017.67307693,40494032.57692308,41161047.48076923,41828062.38461538,42495077.288461536,43162092.192307696,43829107.09615385,44496122.0,IQ
Ireland,2937637.0,2977742.230769231,3017847.461538461,3057952.6923076925,3098057.923076923,3138163.153846154,3178268.3846153845,3218373.6153846155,3258478.846153846,3298584.076923077,3338689.3076923075,3378794.5384615385,3418899.769230769,3459005.0,3499110.230769231,3539215.461538461,3579320.692307692,3619425.923076923,3659531.153846154,3699636.384615385,3739741.615384615,3779846.846153846,3819952.076923077,3860057.307692308,3900162.5384615385,3940267.769230769,3980373.0,4020478.230769231,4060583.4615384615,4100688.692307692,4140793.923076923,4180899.153846154,4221004.384615384,4261109.615384615,4301214.846153846,4341320.076923077,4381425.307692308,4421530.538461538,4461635.769230769,4501741.0,4541846.23076923,4581951.461538462,4622056.692307692,4662161.923076923,4702267.153846154,4742372.384615384,4782477.615384615,4822582.846153846,4862688.076923077,4902793.307692308,4942898.538461538,4983003.769230769,5023109.0,IE
Isle of Man,55298.0,55859.94230769231,56421.88461538462,56983.82692307692,57545.769230769234,58107.71153846154,58669.65384615384,59231.59615384616,59793.53846153846,60355.480769230766,60917.42307692308,61479.36538461538,62041.307692307695,62603.25,63165.19230769231,63727.13461538462,64289.07692307692,64851.019230769234,65412.96153846154,65974.90384615384,66536.84615384616,67098.78846153847,67660.73076923077,68222.67307692308,68784.61538461539,69346.55769230769,69908.5,70470.44230769231,71032.38461538462,71594.32692307692,72156.26923076923,72718.21153846153,73280.15384615384,73842.09615384616,74404.03846153847,74965.98076923077,75527.92307692308,76089.86538461539,76651.80769230769,77213.75,77775.69230769231,78337.63461538462,78899.57692307692,79461.51923076923,80023.46153846153,80585.40384615384,81147.34615384616,81709.28846153847,82271.23076923078,82833.17307692308,83395.11538461539,83957.05769230769,84519.0,IM
Israel,2907307.0,3025210.8846153845,3143114.769230769,3261018.653846154,3378922.5384615385,3496826.423076923,3614730.307692308,3732634.192307692,3850538.076923077,3968441.9615384615,4086345.846153846,4204249.730769231,4322153.615384615,4440057.5,4557961.384615384,4675865.269230769,4793769.153846154,4911673.038461538,5029576.923076923,5147480.807692308,5265384.692307692,5383288.576923077,5501192.461538462,5619096.346153846,5737000.23076923,5854904.115384615,5972808.0,6090711.884615384,6208615.769230769,6326519.653846154,6444423.538461538,6562327.423076923,6680231.307692308,6798135.192307692,6916039.076923076,7033942.961538462,7151846.846153846,7269750.730769231,7387654.615384615,7505558.5,7623462.384615384,7741366.269230769,7859270.153846154,7977174.038461538,8095077.923076923,8212981.807692307,8330885.692307692,8448789.576923076,8566693.46153846,8684597.346153846,8802501.23076923,8920405.115384616,9038309.0,IL
Italy,53324036.0,53433909.807692304,53543783.615384616,53653657.42307692,53763531.23076923,53873405.038461536,53983278.84615385,54093152.65384615,54203026.461538464,54312900.26923077,54422774.07692308,54532647.88461538,54642521.692307696,54752395.5,54862269.307692304,54972143.115384616,55082016.92307692,55191890.73076923,55301764.538461536,55411638.34615385,55521512.15384615,55631385.961538464,55741259.76923077,55851133.57692308,55961007.38461538,56070881.192307696,56180755.0,56290628.807692304,56400502.615384616,56510376.42307692,56620250.23076923,56730124.038461536,56839997.84615385,56949871.65384615,57059745.461538464,57169619.26923077,57279493.07692308,57389366.88461538,57499240.692307696,57609114.5,57718988.307692304,57828862.115384616,57938735.92307692,58048609.73076923,58158483.538461536,58268357.34615385,58378231.15384615,58488104.961538464,58597978.76923077,58707852.57692308,58817726.38461538,58927600.192307696,59037474.0,IT
Ivory Coast,5477086.0,5913306.307692308,6349526.615384615,6785746.923076923,7221967.230769231,7658187.538461538,8094407.846153846,8530628.153846154,8966848.461538462,9403068.769230768,9839289.076923076,10275509.384615384,10711729.692307692,11147950.0,11584170.307692308,12020390.615384616,12456610.923076924,12892831.230769232,13329051.538461538,13765271.846153846,14201492.153846154,14637712.461538462,15073932.76923077,15510153.076923076,15946373.384615384,16382593.692307692,16818814.0,17255034.307692308,17691254.615384616,18127474.92307692,18563695.230769232,18999915.538461536,19436135.846153848,19872356.153846152,20308576.461538464,20744796.769230768,21181017.07692308,21617237.384615384,22053457.69230769,22489678.0,22925898.307692308,23362118.615384616,23798338.923076924,24234559.230769232,24670779.53846154,25106999.846153844,25543220.153846152,25979440.46153846,26415660.769230768,26851881.07692308,27288101.384615384,27724321.69230769,28160542.0,CI
Jamaica,1859091.0,1877711.8846153845,1896332.7692307688,1914953.6538461535,1933574.5384615385,1952195.423076923,1970816.307692308,1989437.1923076925,2008058.076923077,2026678.9615384613,2045299.8461538465,2063920.7307692308,2082541.6153846155,2101162.5,2119783.3846153845,2138404.269230769,2157025.153846154,2175646.0384615385,2194266.923076923,2212887.807692308,2231508.6923076925,2250129.576923077,2268750.461538461,2287371.346153846,2305992.230769231,2324613.1153846155,2343234.0,2361854.8846153845,2380475.769230769,2399096.653846154,2417717.5384615385,2436338.423076923,2454959.307692308,2473580.1923076925,2492201.076923077,2510821.961538461,2529442.846153846,2548063.730769231,2566684.6153846155,2585305.5,2603926.384615385,2622547.269230769,2641168.153846154,2659789.0384615385,2678409.923076923,2697030.807692308,2715651.6923076925,2734272.576923077,2752893.461538461,2771514.346153846,2790135.230769231,2808756.1153846155,2827377.0,JM
Japan,105416839.0,105773278.48076925,106129717.96153846,106486157.4423077,106842596.92307691,107199036.40384616,107555475.8846154,107911915.3653846,108268354.84615384,108624794.32692309,108981233.8076923,109337673.28846154,109694112.76923075,110050552.25,110406991.73076925,110763431.21153846,111119870.6923077,111476310.17307691,111832749.65384616,112189189.1346154,112545628.6153846,112902068.09615384,113258507.57692309,113614947.0576923,113971386.53846154,114327826.01923075,114684265.5,115040704.98076925,115397144.46153846,115753583.9423077,116110023.42307691,116466462.90384616,116822902.3846154,117179341.8653846,117535781.34615384,117892220.82692309,118248660.3076923,118605099.78846154,118961539.26923075,119317978.75,119674418.23076925,120030857.71153846,120387297.1923077,120743736.67307691,121100176.15384614,121456615.6346154,121813055.1153846,122169494.59615384,122525934.07692309,122882373.5576923,123238813.03846154,123595252.51923075,123951692.0,JP
Jersey,68347.0,69162.98076923077,69978.96153846153,70794.94230769231,71610.92307692308,72426.90384615384,73242.88461538461,74058.86538461539,74874.84615384616,75690.82692307692,76506.80769230769,77322.78846153847,78138.76923076923,78954.75,79770.73076923077,80586.71153846153,81402.69230769231,82218.67307692308,83034.65384615384,83850.63461538462,84666.61538461539,85482.59615384616,86298.57692307692,87114.55769230769,87930.53846153847,88746.51923076923,89562.5,90378.48076923077,91194.46153846152,92010.44230769233,92826.42307692308,93642.40384615384,94458.38461538462,95274.3653846154,96090.34615384616,96906.32692307692,97722.30769230767,98538.28846153848,99354.26923076923,100170.25,100986.23076923078,101802.21153846152,102618.19230769233,103434.17307692308,104250.15384615384,105066.13461538462,105882.1153846154,106698.09615384616,107514.07692307692,108330.05769230767,109146.03846153848,109962.01923076923,110778.0,JE
Jordan,1557374.0,1744460.4423076925,1931546.8846153845,2118633.326923077,2305719.769230769,2492806.211538461,2679892.653846154,2866979.096153846,3054065.5384615385,3241151.980769231,3428238.423076923,3615324.865384616,3802411.307692308,3989497.75,4176584.192307693,4363670.634615384,4550757.076923077,4737843.51923077,4924929.961538462,5112016.403846154,5299102.846153846,5486189.288461538,5673275.730769231,5860362.173076923,6047448.615384616,6234535.057692308,6421621.5,6608707.942307692,6795794.384615385,6982880.826923077,7169967.269230769,7357053.711538462,7544140.153846154,7731226.596153846,7918313.038461539,8105399.480769231,8292485.923076923,8479572.365384616,8666658.807692308,8853745.25,9040831.692307692,9227918.134615384,9415004.576923076,9602091.019230768,9789177.461538462,9976263.903846154,10163350.346153846,10350436.788461538,10537523.230769232,10724609.673076924,10911696.115384616,11098782.557692308,11285869.0,JO
Kazakhstan,12265305.0,12402472.173076924,12539639.346153846,12676806.51923077,12813973.692307692,12951140.865384616,13088308.038461538,13225475.211538462,13362642.384615384,13499809.557692308,13636976.73076923,13774143.903846154,13911311.076923076,14048478.25,14185645.423076924,14322812.596153846,14459979.769230768,14597146.942307692,14734314.115384616,14871481.288461538,15008648.46153846,15145815.634615384,15282982.807692308,15420149.98076923,15557317.153846154,15694484.326923076,15831651.5,15968818.673076922,16105985.846153846,16243153.019230768,16380320.192307692,16517487.365384616,16654654.538461538,16791821.71153846,16928988.884615384,17066156.057692308,17203323.230769232,17340490.403846152,17477657.576923076,17614824.75,17751991.92307692,17889159.096153848,18026326.269230768,18163493.44230769,18300660.615384616,18437827.788461536,18574994.96153846,18712162.134615384,18849329.307692308,18986496.480769232,19123663.653846152,19260830.82692308,19397998.0,KZ
Kenya,11473087.0,12291440.846153846,13109794.692307692,13928148.538461538,14746502.384615384,15564856.23076923,16383210.076923076,17201563.923076924,18019917.769230768,18838271.615384616,19656625.46153846,20474979.307692308,21293333.153846152,22111687.0,22930040.846153848,23748394.69230769,24566748.538461536,25385102.384615384,26203456.230769232,27021810.07692308,27840163.92307692,28658517.769230768,29476871.615384616,30295225.46153846,31113579.307692308,31931933.153846152,32750287.0,33568640.84615384,34386994.692307696,35205348.538461536,36023702.384615384,36842056.23076923,37660410.07692307,38478763.92307693,39297117.76923077,40115471.615384616,40933825.461538464,41752179.307692304,42570533.15384615,43388887.0,44207240.84615384,45025594.692307696,45843948.538461536,46662302.38461538,47480656.23076923,48299010.07692307,49117363.92307692,49935717.76923077,50754071.615384616,51572425.461538464,52390779.307692304,53209133.15384615,54027487.0,KE
Kiribati,57437.0,58856.13461538462,60275.269230769234,61694.40384615384,63113.53846153846,64532.67307692308,65951.80769230769,67370.94230769231,68790.07692307692,70209.21153846153,71628.34615384616,73047.48076923077,74466.61538461539,75885.75,77304.88461538462,78724.01923076923,80143.15384615384,81562.28846153847,82981.42307692308,84400.55769230769,85819.69230769231,87238.82692307692,88657.96153846153,90077.09615384616,91496.23076923078,92915.3653846154,94334.5,95753.63461538462,97172.76923076923,98591.90384615384,100011.03846153848,101430.17307692308,102849.30769230767,104268.44230769233,105687.57692307694,107106.71153846152,108525.84615384616,109944.98076923078,111364.1153846154,112783.25,114202.38461538462,115621.51923076923,117040.65384615384,118459.78846153848,119878.92307692308,121298.05769230767,122717.19230769233,124136.32692307692,125555.46153846156,126974.59615384616,128393.73076923078,129812.8653846154,131232.0,KI
